clinic,sex,day,population
11228,,2006-01-31,0
11228,,2006-04-30,0
11228,,2006-07-31,0
11228,,2006-10-31,0
11228,,2007-01-31,0
11228,,2007-04-30,0
11228,,2007-06-30,0
11228,,2007-07-31,0
11228,,2007-09-30,0
11228,,2007-10-31,0
11228,,2007-12-31,0
11228,,2008-01-31,0
11228,,2008-03-31,0
11228,,2008-04-30,0
11228,,2008-06-30,0
11228,,2008-07-31,0
11228,,2008-09-30,0
11228,,2008-10-31,0
11228,,2008-12-31,0
11228,,2009-01-31,0
11228,,2009-03-31,0
11228,,2009-04-30,0
11228,,2009-05-31,0
11228,,2009-06-30,0
11228,,2009-07-31,0
11228,,2009-08-31,0
11228,,2009-09-30,0
11228,,2009-10-31,0
11228,,2009-11-30,0
11228,1,2006-01-31,14
11228,1,2006-03-31,17
11228,1,2006-04-30,15
11228,1,2006-06-30,18
11228,1,2006-07-31,16
11228,1,2006-09-30,29
11228,1,2006-10-31,31
11228,1,2006-12-31,46
11228,1,2007-01-31,53
11228,1,2007-03-31,98
11228,1,2007-04-30,131
11228,1,2007-06-30,215
11228,1,2007-07-31,251
11228,1,2007-09-30,301
11228,1,2007-10-31,313
11228,1,2007-12-31,372
11228,1,2008-01-31,411
11228,1,2008-03-31,491
11228,1,2008-04-30,530
11228,1,2008-06-30,664
11228,1,2008-07-31,715
11228,1,2008-09-30,808
11228,1,2008-10-31,830
11228,1,2008-12-31,879
11228,1,2009-01-31,913
11228,1,2009-03-31,971
11228,1,2009-04-30,989
11228,1,2009-05-31,999
11228,1,2009-06-30,1022
11228,1,2009-07-31,1047
11228,1,2009-08-31,1065
11228,1,2009-09-30,1082
11228,1,2009-10-31,1102
11228,1,2009-11-30,1117
11228,1,2009-12-31,1125
11228,1,2010-01-31,1127
11228,1,2010-02-28,1129
11228,1,2010-03-31,1132
11228,1,2010-04-30,1143
11228,1,2010-05-31,1159
11228,1,2010-06-30,1178
11228,1,2010-07-31,1190
11228,1,2010-08-31,1205
11228,1,2010-09-30,1247
11228,1,2010-10-31,1285
11228,1,2010-11-30,1308
11228,1,2010-12-31,1329
11228,1,2011-01-31,1364
11228,1,2011-02-28,1383
11228,1,2011-03-31,1404
11228,1,2011-04-30,1418
11228,1,2011-05-31,1454
11228,1,2011-06-30,1495
11228,1,2011-07-31,1535
11228,1,2011-08-31,1567
11228,1,2011-09-30,1613
11228,1,2011-10-31,1632
11228,1,2011-11-30,1665
11228,1,2011-12-31,1686
11228,1,2012-01-31,1705
11228,2,2006-01-31,4
11228,2,2006-03-31,6
11228,2,2006-04-30,6
11228,2,2006-06-30,7
11228,2,2006-07-31,8
11228,2,2006-09-30,17
11228,2,2006-10-31,25
11228,2,2006-12-31,38
11228,2,2007-01-31,45
11228,2,2007-03-31,68
11228,2,2007-04-30,72
11228,2,2007-06-30,97
11228,2,2007-07-31,112
11228,2,2007-09-30,132
11228,2,2007-10-31,139
11228,2,2007-12-31,167
11228,2,2008-01-31,186
11228,2,2008-03-31,207
11228,2,2008-04-30,214
11228,2,2008-06-30,248
11228,2,2008-07-31,263
11228,2,2008-09-30,298
11228,2,2008-10-31,311
11228,2,2008-12-31,334
11228,2,2009-01-31,340
11228,2,2009-03-31,361
11228,2,2009-04-30,365
11228,2,2009-05-31,374
11228,2,2009-06-30,386
11228,2,2009-07-31,389
11228,2,2009-08-31,392
11228,2,2009-09-30,401
11228,2,2009-10-31,422
11228,2,2009-11-30,428
11228,2,2009-12-31,431
11228,2,2010-01-31,434
11228,2,2010-02-28,435
11228,2,2010-03-31,437
11228,2,2010-04-30,442
11228,2,2010-05-31,452
11228,2,2010-06-30,460
11228,2,2010-07-31,474
11228,2,2010-08-31,483
11228,2,2010-09-30,508
11228,2,2010-10-31,523
11228,2,2010-11-30,538
11228,2,2010-12-31,552
11228,2,2011-01-31,576
11228,2,2011-02-28,589
11228,2,2011-03-31,596
11228,2,2011-04-30,617
11228,2,2011-05-31,642
11228,2,2011-06-30,659
11228,2,2011-07-31,674
11228,2,2011-08-31,686
11228,2,2011-09-30,716
11228,2,2011-10-31,732
11228,2,2011-11-30,744
11228,2,2011-12-31,752
11228,2,2012-01-31,766
11234,,2010-06-30,1
11234,,2010-07-31,1
11234,,2010-08-31,1
11234,,2010-09-30,1
11234,,2010-10-31,1
11234,,2010-11-30,1
11234,,2010-12-31,1
11234,,2011-01-31,1
11234,,2011-02-28,2
11234,,2011-03-31,2
11234,,2011-04-30,2
11234,,2011-05-31,2
11234,,2011-06-30,2
11234,,2011-07-31,2
11234,,2011-08-31,2
11234,,2011-09-30,2
11234,,2011-10-31,2
11234,,2011-11-30,2
11234,,2011-12-31,2
11234,,2012-01-31,2
11234,1,2009-07-31,1
11234,1,2009-08-31,1
11234,1,2009-09-30,2
11234,1,2009-10-31,3
11234,1,2009-11-30,3
11234,1,2009-12-31,3
11234,1,2010-01-31,3
11234,1,2010-02-28,3
11234,1,2010-03-31,3
11234,1,2010-04-30,3
11234,1,2010-05-31,3
11234,1,2010-06-30,4
11234,1,2010-07-31,4
11234,1,2010-08-31,9
11234,1,2010-09-30,11
11234,1,2010-10-31,11
11234,1,2010-11-30,13
11234,1,2010-12-31,14
11234,1,2011-01-31,16
11234,1,2011-02-28,17
11234,1,2011-03-31,17
11234,1,2011-04-30,20
11234,1,2011-05-31,24
11234,1,2011-06-30,24
11234,1,2011-07-31,24
11234,1,2011-08-31,24
11234,1,2011-09-30,24
11234,1,2011-10-31,25
11234,1,2011-11-30,26
11234,1,2011-12-31,26
11234,1,2012-01-31,28
11234,2,2009-06-30,1
11234,2,2009-07-31,1
11234,2,2009-08-31,1
11234,2,2009-09-30,2
11234,2,2009-10-31,3
11234,2,2009-11-30,5
11234,2,2009-12-31,5
11234,2,2010-01-31,5
11234,2,2010-02-28,5
11234,2,2010-03-31,6
11234,2,2010-04-30,6
11234,2,2010-05-31,6
11234,2,2010-06-30,6
11234,2,2010-07-31,6
11234,2,2010-08-31,8
11234,2,2010-09-30,8
11234,2,2010-10-31,8
11234,2,2010-11-30,8
11234,2,2010-12-31,8
11234,2,2011-01-31,9
11234,2,2011-02-28,9
11234,2,2011-03-31,9
11234,2,2011-04-30,9
11234,2,2011-05-31,10
11234,2,2011-06-30,11
11234,2,2011-07-31,11
11234,2,2011-08-31,12
11234,2,2011-09-30,14
11234,2,2011-10-31,14
11234,2,2011-11-30,14
11234,2,2011-12-31,14
11234,2,2012-01-31,14
11240,1,2010-06-30,2
11240,1,2010-07-31,2
11240,1,2010-08-31,3
11240,1,2010-09-30,4
11240,1,2010-10-31,4
11240,1,2010-11-30,4
11240,1,2010-12-31,5
11240,1,2011-01-31,7
11240,1,2011-02-28,7
11240,1,2011-03-31,7
11240,1,2011-04-30,9
11240,1,2011-05-31,12
11240,1,2011-06-30,12
11240,1,2011-07-31,12
11240,1,2011-08-31,12
11240,1,2011-09-30,12
11240,1,2011-10-31,12
11240,1,2011-11-30,13
11240,1,2011-12-31,13
11240,1,2012-01-31,14
11240,2,2011-01-31,1
11240,2,2011-02-28,1
11240,2,2011-03-31,1
11240,2,2011-04-30,1
11240,2,2011-05-31,1
11240,2,2011-06-30,2
11240,2,2011-07-31,2
11240,2,2011-08-31,3
11240,2,2011-09-30,5
11240,2,2011-10-31,5
11240,2,2011-11-30,5
11240,2,2011-12-31,6
11240,2,2012-01-31,6
11303,,2006-04-30,0
11303,,2006-10-31,0
11303,,2007-01-31,0
11303,,2007-04-30,0
11303,,2007-06-30,0
11303,,2007-07-31,0
11303,,2007-10-31,0
11303,,2007-12-31,0
11303,,2008-01-31,0
11303,,2008-03-31,0
11303,,2008-04-30,0
11303,,2008-06-30,0
11303,,2008-07-31,0
11303,,2008-10-31,0
11303,,2008-12-31,0
11303,,2009-01-31,0
11303,,2009-03-31,0
11303,,2009-04-30,0
11303,,2009-06-30,0
11303,,2011-02-28,1
11303,,2011-03-31,1
11303,,2011-04-30,1
11303,,2011-05-31,1
11303,,2011-06-30,1
11303,,2011-07-31,1
11303,,2011-08-31,2
11303,,2011-09-30,2
11303,,2011-10-31,2
11303,,2011-11-30,3
11303,,2011-12-31,3
11303,,2012-01-31,3
11303,1,2006-01-31,12
11303,1,2006-03-31,27
11303,1,2006-04-30,38
11303,1,2006-06-30,61
11303,1,2006-07-31,70
11303,1,2006-09-30,82
11303,1,2006-10-31,95
11303,1,2006-12-31,114
11303,1,2007-01-31,119
11303,1,2007-03-31,136
11303,1,2007-04-30,143
11303,1,2007-06-30,149
11303,1,2007-07-31,155
11303,1,2007-09-30,175
11303,1,2007-10-31,191
11303,1,2007-12-31,223
11303,1,2008-01-31,246
11303,1,2008-03-31,279
11303,1,2008-04-30,301
11303,1,2008-06-30,328
11303,1,2008-07-31,346
11303,1,2008-09-30,378
11303,1,2008-10-31,389
11303,1,2008-12-31,419
11303,1,2009-01-31,446
11303,1,2009-03-31,468
11303,1,2009-04-30,482
11303,1,2009-05-31,497
11303,1,2009-06-30,513
11303,1,2009-07-31,529
11303,1,2009-08-31,548
11303,1,2009-09-30,569
11303,1,2009-10-31,587
11303,1,2009-11-30,604
11303,1,2009-12-31,619
11303,1,2010-01-31,631
11303,1,2010-02-28,641
11303,1,2010-03-31,660
11303,1,2010-04-30,679
11303,1,2010-05-31,684
11303,1,2010-06-30,692
11303,1,2010-07-31,702
11303,1,2010-08-31,713
11303,1,2010-09-30,744
11303,1,2010-10-31,767
11303,1,2010-11-30,786
11303,1,2010-12-31,796
11303,1,2011-01-31,819
11303,1,2011-02-28,838
11303,1,2011-03-31,861
11303,1,2011-04-30,875
11303,1,2011-05-31,893
11303,1,2011-06-30,905
11303,1,2011-07-31,913
11303,1,2011-08-31,923
11303,1,2011-09-30,930
11303,1,2011-10-31,938
11303,1,2011-11-30,947
11303,1,2011-12-31,950
11303,1,2012-01-31,958
11303,2,2006-01-31,4
11303,2,2006-03-31,7
11303,2,2006-04-30,8
11303,2,2006-06-30,14
11303,2,2006-07-31,16
11303,2,2006-09-30,26
11303,2,2006-10-31,27
11303,2,2006-12-31,35
11303,2,2007-01-31,39
11303,2,2007-03-31,41
11303,2,2007-04-30,43
11303,2,2007-06-30,43
11303,2,2007-07-31,46
11303,2,2007-09-30,48
11303,2,2007-10-31,52
11303,2,2007-12-31,62
11303,2,2008-01-31,65
11303,2,2008-03-31,74
11303,2,2008-04-30,78
11303,2,2008-06-30,88
11303,2,2008-07-31,95
11303,2,2008-09-30,104
11303,2,2008-10-31,111
11303,2,2008-12-31,120
11303,2,2009-01-31,123
11303,2,2009-03-31,137
11303,2,2009-04-30,145
11303,2,2009-05-31,150
11303,2,2009-06-30,156
11303,2,2009-07-31,162
11303,2,2009-08-31,169
11303,2,2009-09-30,180
11303,2,2009-10-31,188
11303,2,2009-11-30,196
11303,2,2009-12-31,207
11303,2,2010-01-31,209
11303,2,2010-02-28,217
11303,2,2010-03-31,222
11303,2,2010-04-30,227
11303,2,2010-05-31,232
11303,2,2010-06-30,239
11303,2,2010-07-31,243
11303,2,2010-08-31,249
11303,2,2010-09-30,256
11303,2,2010-10-31,266
11303,2,2010-11-30,275
11303,2,2010-12-31,279
11303,2,2011-01-31,283
11303,2,2011-02-28,288
11303,2,2011-03-31,297
11303,2,2011-04-30,305
11303,2,2011-05-31,311
11303,2,2011-06-30,313
11303,2,2011-07-31,317
11303,2,2011-08-31,324
11303,2,2011-09-30,329
11303,2,2011-10-31,333
11303,2,2011-11-30,339
11303,2,2011-12-31,340
11303,2,2012-01-31,344
11306,1,2007-09-30,6
11306,1,2007-10-31,7
11306,1,2007-12-31,9
11306,1,2008-01-31,10
11306,1,2008-03-31,12
11306,1,2008-04-30,13
11306,1,2008-06-30,14
11306,1,2008-07-31,16
11306,1,2008-09-30,17
11306,1,2008-10-31,16
11306,1,2008-12-31,17
11306,1,2009-01-31,17
11306,1,2009-03-31,20
11306,1,2009-04-30,20
11306,1,2009-05-31,21
11306,1,2009-06-30,22
11306,1,2009-07-31,22
11306,1,2009-08-31,27
11306,1,2009-09-30,28
11306,1,2009-10-31,32
11306,1,2009-11-30,35
11306,1,2009-12-31,37
11306,1,2010-01-31,38
11306,1,2010-02-28,38
11306,1,2010-03-31,42
11306,1,2010-04-30,45
11306,1,2010-05-31,46
11306,1,2010-06-30,49
11306,1,2010-07-31,49
11306,1,2010-08-31,49
11306,1,2010-09-30,51
11306,1,2010-10-31,51
11306,1,2010-11-30,52
11306,1,2010-12-31,54
11306,1,2011-01-31,54
11306,1,2011-02-28,54
11306,1,2011-03-31,54
11306,1,2011-04-30,55
11306,1,2011-05-31,55
11306,1,2011-06-30,55
11306,1,2011-07-31,55
11306,1,2011-08-31,55
11306,1,2011-09-30,55
11306,1,2011-10-31,55
11306,1,2011-11-30,56
11306,1,2011-12-31,56
11306,1,2012-01-31,56
11306,2,2006-01-31,1
11306,2,2006-03-31,1
11306,2,2006-04-30,1
11306,2,2006-06-30,1
11306,2,2006-07-31,1
11306,2,2006-09-30,1
11306,2,2006-10-31,1
11306,2,2006-12-31,1
11306,2,2007-01-31,1
11306,2,2007-03-31,1
11306,2,2007-04-30,1
11306,2,2007-06-30,1
11306,2,2007-07-31,1
11306,2,2007-09-30,1
11306,2,2007-10-31,2
11306,2,2007-12-31,2
11306,2,2008-01-31,2
11306,2,2008-03-31,4
11306,2,2008-04-30,4
11306,2,2008-06-30,4
11306,2,2008-07-31,5
11306,2,2008-09-30,6
11306,2,2008-10-31,6
11306,2,2008-12-31,7
11306,2,2009-01-31,7
11306,2,2009-03-31,7
11306,2,2009-04-30,7
11306,2,2009-05-31,8
11306,2,2009-06-30,9
11306,2,2009-07-31,9
11306,2,2009-08-31,13
11306,2,2009-09-30,14
11306,2,2009-10-31,15
11306,2,2009-11-30,17
11306,2,2009-12-31,19
11306,2,2010-01-31,21
11306,2,2010-02-28,21
11306,2,2010-03-31,22
11306,2,2010-04-30,24
11306,2,2010-05-31,25
11306,2,2010-06-30,25
11306,2,2010-07-31,25
11306,2,2010-08-31,26
11306,2,2010-09-30,26
11306,2,2010-10-31,26
11306,2,2010-11-30,26
11306,2,2010-12-31,27
11306,2,2011-01-31,27
11306,2,2011-02-28,27
11306,2,2011-03-31,28
11306,2,2011-04-30,28
11306,2,2011-05-31,28
11306,2,2011-06-30,28
11306,2,2011-07-31,28
11306,2,2011-08-31,28
11306,2,2011-09-30,28
11306,2,2011-10-31,29
11306,2,2011-11-30,29
11306,2,2011-12-31,29
11306,2,2012-01-31,29
11316,,2010-04-30,3
11316,,2010-05-31,3
11316,,2010-06-30,4
11316,,2010-07-31,5
11316,,2010-08-31,5
11316,,2010-09-30,6
11316,,2010-10-31,8
11316,,2010-11-30,10
11316,,2010-12-31,11
11316,,2011-01-31,12
11316,,2011-02-28,12
11316,,2011-03-31,14
11316,,2011-04-30,15
11316,,2011-05-31,17
11316,,2011-06-30,18
11316,,2011-07-31,18
11316,,2011-08-31,19
11316,,2011-09-30,20
11316,,2011-10-31,20
11316,,2011-11-30,21
11316,,2011-12-31,21
11316,,2012-01-31,21
11316,0,2010-01-31,1
11316,0,2010-02-28,1
11316,0,2010-03-31,1
11316,0,2010-04-30,1
11316,0,2010-05-31,1
11316,0,2010-06-30,1
11316,0,2010-07-31,1
11316,0,2010-08-31,1
11316,0,2010-09-30,1
11316,0,2010-10-31,1
11316,0,2010-11-30,1
11316,0,2010-12-31,1
11316,0,2011-01-31,1
11316,0,2011-02-28,1
11316,0,2011-03-31,1
11316,0,2011-04-30,1
11316,0,2011-05-31,1
11316,0,2011-06-30,1
11316,0,2011-07-31,1
11316,0,2011-08-31,1
11316,0,2011-09-30,1
11316,0,2011-10-31,1
11316,0,2011-11-30,1
11316,0,2011-12-31,1
11316,0,2012-01-31,1
11316,1,2006-01-31,31
11316,1,2006-03-31,62
11316,1,2006-04-30,90
11316,1,2006-06-30,121
11316,1,2006-07-31,140
11316,1,2006-09-30,190
11316,1,2006-10-31,203
11316,1,2006-12-31,233
11316,1,2007-01-31,252
11316,1,2007-03-31,282
11316,1,2007-04-30,297
11316,1,2007-06-30,322
11316,1,2007-07-31,333
11316,1,2007-09-30,362
11316,1,2007-10-31,366
11316,1,2007-12-31,395
11316,1,2008-01-31,408
11316,1,2008-03-31,432
11316,1,2008-04-30,439
11316,1,2008-06-30,479
11316,1,2008-07-31,490
11316,1,2008-09-30,542
11316,1,2008-10-31,565
11316,1,2008-12-31,621
11316,1,2009-01-31,643
11316,1,2009-03-31,674
11316,1,2009-04-30,679
11316,1,2009-05-31,686
11316,1,2009-06-30,699
11316,1,2009-07-31,720
11316,1,2009-08-31,729
11316,1,2009-09-30,750
11316,1,2009-10-31,765
11316,1,2009-11-30,776
11316,1,2009-12-31,783
11316,1,2010-01-31,787
11316,1,2010-02-28,787
11316,1,2010-03-31,789
11316,1,2010-04-30,790
11316,1,2010-05-31,800
11316,1,2010-06-30,811
11316,1,2010-07-31,821
11316,1,2010-08-31,828
11316,1,2010-09-30,835
11316,1,2010-10-31,842
11316,1,2010-11-30,849
11316,1,2010-12-31,853
11316,1,2011-01-31,861
11316,1,2011-02-28,865
11316,1,2011-03-31,868
11316,1,2011-04-30,875
11316,1,2011-05-31,880
11316,1,2011-06-30,888
11316,1,2011-07-31,901
11316,1,2011-08-31,907
11316,1,2011-09-30,913
11316,1,2011-10-31,919
11316,1,2011-11-30,921
11316,1,2011-12-31,927
11316,1,2012-01-31,933
11316,2,2006-01-31,16
11316,2,2006-03-31,35
11316,2,2006-04-30,51
11316,2,2006-06-30,76
11316,2,2006-07-31,85
11316,2,2006-09-30,109
11316,2,2006-10-31,117
11316,2,2006-12-31,128
11316,2,2007-01-31,133
11316,2,2007-03-31,153
11316,2,2007-04-30,165
11316,2,2007-06-30,177
11316,2,2007-07-31,181
11316,2,2007-09-30,193
11316,2,2007-10-31,193
11316,2,2007-12-31,200
11316,2,2008-01-31,207
11316,2,2008-03-31,213
11316,2,2008-04-30,216
11316,2,2008-06-30,232
11316,2,2008-07-31,243
11316,2,2008-09-30,260
11316,2,2008-10-31,275
11316,2,2008-12-31,292
11316,2,2009-01-31,300
11316,2,2009-03-31,312
11316,2,2009-04-30,323
11316,2,2009-05-31,326
11316,2,2009-06-30,332
11316,2,2009-07-31,338
11316,2,2009-08-31,342
11316,2,2009-09-30,349
11316,2,2009-10-31,363
11316,2,2009-11-30,369
11316,2,2009-12-31,376
11316,2,2010-01-31,382
11316,2,2010-02-28,383
11316,2,2010-03-31,388
11316,2,2010-04-30,390
11316,2,2010-05-31,391
11316,2,2010-06-30,394
11316,2,2010-07-31,396
11316,2,2010-08-31,400
11316,2,2010-09-30,403
11316,2,2010-10-31,406
11316,2,2010-11-30,411
11316,2,2010-12-31,415
11316,2,2011-01-31,419
11316,2,2011-02-28,425
11316,2,2011-03-31,428
11316,2,2011-04-30,433
11316,2,2011-05-31,435
11316,2,2011-06-30,437
11316,2,2011-07-31,441
11316,2,2011-08-31,446
11316,2,2011-09-30,448
11316,2,2011-10-31,455
11316,2,2011-11-30,458
11316,2,2011-12-31,464
11316,2,2012-01-31,469
11404,,2011-11-30,2
11404,,2011-12-31,2
11404,,2012-01-31,2
11404,1,2006-01-31,7
11404,1,2006-03-31,7
11404,1,2006-04-30,10
11404,1,2006-06-30,9
11404,1,2006-07-31,13
11404,1,2006-09-30,15
11404,1,2006-10-31,29
11404,1,2006-12-31,50
11404,1,2007-01-31,63
11404,1,2007-03-31,92
11404,1,2007-04-30,100
11404,1,2007-06-30,124
11404,1,2007-07-31,134
11404,1,2007-09-30,157
11404,1,2007-10-31,171
11404,1,2007-12-31,200
11404,1,2008-01-31,207
11404,1,2008-03-31,223
11404,1,2008-04-30,232
11404,1,2008-06-30,256
11404,1,2008-07-31,269
11404,1,2008-09-30,283
11404,1,2008-10-31,293
11404,1,2008-12-31,303
11404,1,2009-01-31,310
11404,1,2009-03-31,320
11404,1,2009-04-30,326
11404,1,2009-05-31,333
11404,1,2009-06-30,339
11404,1,2009-07-31,359
11404,1,2009-08-31,387
11404,1,2009-09-30,407
11404,1,2009-10-31,416
11404,1,2009-11-30,421
11404,1,2009-12-31,428
11404,1,2010-01-31,433
11404,1,2010-02-28,434
11404,1,2010-03-31,435
11404,1,2010-04-30,446
11404,1,2010-05-31,459
11404,1,2010-06-30,465
11404,1,2010-07-31,467
11404,1,2010-08-31,474
11404,1,2010-09-30,479
11404,1,2010-10-31,489
11404,1,2010-11-30,492
11404,1,2010-12-31,495
11404,1,2011-01-31,500
11404,1,2011-02-28,505
11404,1,2011-03-31,509
11404,1,2011-04-30,511
11404,1,2011-05-31,523
11404,1,2011-06-30,530
11404,1,2011-07-31,535
11404,1,2011-08-31,548
11404,1,2011-09-30,558
11404,1,2011-10-31,569
11404,1,2011-11-30,579
11404,1,2011-12-31,584
11404,1,2012-01-31,586
11404,2,2006-01-31,1
11404,2,2006-03-31,2
11404,2,2006-04-30,2
11404,2,2006-06-30,2
11404,2,2006-07-31,2
11404,2,2006-09-30,5
11404,2,2006-10-31,7
11404,2,2006-12-31,15
11404,2,2007-01-31,23
11404,2,2007-03-31,32
11404,2,2007-04-30,37
11404,2,2007-06-30,43
11404,2,2007-07-31,49
11404,2,2007-09-30,53
11404,2,2007-10-31,64
11404,2,2007-12-31,73
11404,2,2008-01-31,75
11404,2,2008-03-31,81
11404,2,2008-04-30,87
11404,2,2008-06-30,94
11404,2,2008-07-31,99
11404,2,2008-09-30,105
11404,2,2008-10-31,110
11404,2,2008-12-31,120
11404,2,2009-01-31,120
11404,2,2009-03-31,125
11404,2,2009-04-30,127
11404,2,2009-05-31,130
11404,2,2009-06-30,130
11404,2,2009-07-31,135
11404,2,2009-08-31,139
11404,2,2009-09-30,146
11404,2,2009-10-31,151
11404,2,2009-11-30,156
11404,2,2009-12-31,161
11404,2,2010-01-31,165
11404,2,2010-02-28,170
11404,2,2010-03-31,172
11404,2,2010-04-30,179
11404,2,2010-05-31,188
11404,2,2010-06-30,190
11404,2,2010-07-31,192
11404,2,2010-08-31,194
11404,2,2010-09-30,196
11404,2,2010-10-31,199
11404,2,2010-11-30,200
11404,2,2010-12-31,202
11404,2,2011-01-31,204
11404,2,2011-02-28,210
11404,2,2011-03-31,217
11404,2,2011-04-30,219
11404,2,2011-05-31,223
11404,2,2011-06-30,227
11404,2,2011-07-31,230
11404,2,2011-08-31,237
11404,2,2011-09-30,239
11404,2,2011-10-31,243
11404,2,2011-11-30,249
11404,2,2011-12-31,254
11404,2,2012-01-31,260
11405,,2007-12-31,0
11405,,2008-04-30,0
11405,,2008-07-31,1
11405,,2008-09-30,1
11405,,2008-10-31,1
11405,,2008-12-31,1
11405,,2009-01-31,1
11405,,2009-03-31,1
11405,,2009-04-30,1
11405,,2009-05-31,1
11405,,2009-06-30,1
11405,,2009-07-31,1
11405,,2009-08-31,1
11405,,2009-09-30,1
11405,,2009-10-31,1
11405,,2009-11-30,2
11405,,2009-12-31,2
11405,,2010-01-31,2
11405,,2010-02-28,2
11405,,2010-03-31,2
11405,,2010-04-30,2
11405,,2010-05-31,2
11405,,2010-06-30,2
11405,,2010-07-31,2
11405,,2010-08-31,3
11405,,2010-09-30,3
11405,,2010-10-31,4
11405,,2010-11-30,4
11405,,2010-12-31,4
11405,,2011-01-31,4
11405,,2011-02-28,4
11405,,2011-03-31,4
11405,,2011-04-30,5
11405,,2011-05-31,6
11405,,2011-06-30,6
11405,,2011-07-31,6
11405,,2011-08-31,6
11405,,2011-09-30,7
11405,,2011-10-31,7
11405,,2011-11-30,7
11405,,2011-12-31,8
11405,,2012-01-31,9
11405,1,2006-03-31,1
11405,1,2006-06-30,1
11405,1,2006-12-31,1
11405,1,2007-03-31,1
11405,1,2007-12-31,2
11405,1,2008-01-31,5
11405,1,2008-03-31,14
11405,1,2008-04-30,15
11405,1,2008-06-30,20
11405,1,2008-07-31,23
11405,1,2008-09-30,25
11405,1,2008-10-31,31
11405,1,2008-12-31,42
11405,1,2009-01-31,50
11405,1,2009-03-31,64
11405,1,2009-04-30,71
11405,1,2009-05-31,81
11405,1,2009-06-30,88
11405,1,2009-07-31,94
11405,1,2009-08-31,108
11405,1,2009-09-30,116
11405,1,2009-10-31,132
11405,1,2009-11-30,135
11405,1,2009-12-31,145
11405,1,2010-01-31,168
11405,1,2010-02-28,182
11405,1,2010-03-31,191
11405,1,2010-04-30,205
11405,1,2010-05-31,213
11405,1,2010-06-30,223
11405,1,2010-07-31,231
11405,1,2010-08-31,245
11405,1,2010-09-30,261
11405,1,2010-10-31,272
11405,1,2010-11-30,275
11405,1,2010-12-31,283
11405,1,2011-01-31,301
11405,1,2011-02-28,314
11405,1,2011-03-31,325
11405,1,2011-04-30,329
11405,1,2011-05-31,338
11405,1,2011-06-30,350
11405,1,2011-07-31,366
11405,1,2011-08-31,373
11405,1,2011-09-30,378
11405,1,2011-10-31,384
11405,1,2011-11-30,394
11405,1,2011-12-31,400
11405,1,2012-01-31,410
11405,2,2007-12-31,3
11405,2,2008-01-31,3
11405,2,2008-03-31,4
11405,2,2008-04-30,7
11405,2,2008-06-30,9
11405,2,2008-07-31,9
11405,2,2008-09-30,11
11405,2,2008-10-31,13
11405,2,2008-12-31,17
11405,2,2009-01-31,18
11405,2,2009-03-31,26
11405,2,2009-04-30,28
11405,2,2009-05-31,32
11405,2,2009-06-30,33
11405,2,2009-07-31,36
11405,2,2009-08-31,41
11405,2,2009-09-30,48
11405,2,2009-10-31,52
11405,2,2009-11-30,56
11405,2,2009-12-31,62
11405,2,2010-01-31,71
11405,2,2010-02-28,76
11405,2,2010-03-31,80
11405,2,2010-04-30,87
11405,2,2010-05-31,92
11405,2,2010-06-30,96
11405,2,2010-07-31,106
11405,2,2010-08-31,108
11405,2,2010-09-30,112
11405,2,2010-10-31,120
11405,2,2010-11-30,127
11405,2,2010-12-31,128
11405,2,2011-01-31,135
11405,2,2011-02-28,139
11405,2,2011-03-31,142
11405,2,2011-04-30,148
11405,2,2011-05-31,152
11405,2,2011-06-30,157
11405,2,2011-07-31,164
11405,2,2011-08-31,169
